Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Care guide (product.metafields.descriptors.care_guide),Care instructions (product.metafields.shopify.care-instructions),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
002-black-hoodie,#002 Black Hoodie,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Hoodies,Hoodies,true,Size,XS,,,,,,,,002-black-hoodie-xs,0,shopify,deny,manual,89.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#002 Black Hoodie,false,#002 Black Hoodie,Shop #002 Black Hoodie at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
002-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,S,,,,,,,,002-black-hoodie-s,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 Black Hoodie,false,#002 Black Hoodie,Shop #002 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,M,,,,,,,,002-black-hoodie-m,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 Black Hoodie,false,#002 Black Hoodie,Shop #002 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,L,,,,,,,,002-black-hoodie-l,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 Black Hoodie,false,#002 Black Hoodie,Shop #002 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XL,,,,,,,,002-black-hoodie-xl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 Black Hoodie,false,#002 Black Hoodie,Shop #002 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XXL,,,,,,,,002-black-hoodie-xxl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 Black Hoodie,false,#002 Black Hoodie,Shop #002 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-hoodie,#002 White Hoodie,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Hoodies,Hoodies,true,Size,XS,,,,,,,,002-white-hoodie-xs,0,shopify,deny,manual,89.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#002 White Hoodie,false,#002 White Hoodie,Shop #002 White Hoodie at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
002-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,S,,,,,,,,002-white-hoodie-s,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 White Hoodie,false,#002 White Hoodie,Shop #002 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,M,,,,,,,,002-white-hoodie-m,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 White Hoodie,false,#002 White Hoodie,Shop #002 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,L,,,,,,,,002-white-hoodie-l,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 White Hoodie,false,#002 White Hoodie,Shop #002 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XL,,,,,,,,002-white-hoodie-xl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 White Hoodie,false,#002 White Hoodie,Shop #002 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XXL,,,,,,,,002-white-hoodie-xxl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#002 White Hoodie,false,#002 White Hoodie,Shop #002 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-tshirt,#002 Black T-shirt,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,T-shirts,T-Shirts,true,Size,XS,,,,,,,,002-black-tshirt-xs,0,shopify,deny,manual,39.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#002 Black T-shirt,false,#002 Black T-shirt,Shop #002 Black T-shirt at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
002-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,S,,,,,,,,002-black-tshirt-s,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 Black T-shirt,false,#002 Black T-shirt,Shop #002 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,M,,,,,,,,002-black-tshirt-m,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 Black T-shirt,false,#002 Black T-shirt,Shop #002 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,L,,,,,,,,002-black-tshirt-l,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 Black T-shirt,false,#002 Black T-shirt,Shop #002 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XL,,,,,,,,002-black-tshirt-xl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 Black T-shirt,false,#002 Black T-shirt,Shop #002 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XXL,,,,,,,,002-black-tshirt-xxl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 Black T-shirt,false,#002 Black T-shirt,Shop #002 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-tshirt,#002 White T-shirt,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,T-shirts,T-Shirts,true,Size,XS,,,,,,,,002-white-tshirt-xs,0,shopify,deny,manual,39.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#002 White T-shirt,false,#002 White T-shirt,Shop #002 White T-shirt at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
002-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,S,,,,,,,,002-white-tshirt-s,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 White T-shirt,false,#002 White T-shirt,Shop #002 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,M,,,,,,,,002-white-tshirt-m,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 White T-shirt,false,#002 White T-shirt,Shop #002 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,L,,,,,,,,002-white-tshirt-l,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 White T-shirt,false,#002 White T-shirt,Shop #002 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XL,,,,,,,,002-white-tshirt-xl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 White T-shirt,false,#002 White T-shirt,Shop #002 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
002-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XXL,,,,,,,,002-white-tshirt-xxl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#002 White T-shirt,false,#002 White T-shirt,Shop #002 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-gold-chain,#003 Gold Chain,"<p>Bold, raw and refined. Each piece crafted for the multi-sport rebel. This exclusive design from Only at The Kiosk represents the perfect blend of style and functionality.</p><p>Available in Small, Medium, and Large sizes. Limited edition. Once it drops—it's gone.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Chains,"Gold, Chains",true,Size,Small,,,,,,,,003-gold-chain-small,0,shopify,deny,manual,79.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#003 Gold Chain,false,#003 Gold Chain,Shop #003 Gold Chain at Only at The Kiosk. Limited edition design.,"Store in a cool, dry place when not in use
Avoid contact with harsh chemicals, perfumes, or lotions
Clean gently with a soft, dry cloth
Remove before swimming or showering
Store separately to prevent scratching
For gold pieces, use appropriate cleaning solution if needed
Polish regularly to maintain shine
Avoid exposure to extreme temperatures
Keep away from abrasive surfaces",,,g,,,active
003-gold-chain,,,The Kiosk,,Chains,"Gold, Chains",true,Size,Medium,,,,,,,,003-gold-chain-medium,0,shopify,deny,manual,79.99,,true,true,,,,,,,,#003 Gold Chain,false,#003 Gold Chain,Shop #003 Gold Chain at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-gold-chain,,,The Kiosk,,Chains,"Gold, Chains",true,Size,Large,,,,,,,,003-gold-chain-large,0,shopify,deny,manual,79.99,,true,true,,,,,,,,#003 Gold Chain,false,#003 Gold Chain,Shop #003 Gold Chain at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-silver-chain,#003 Silver Chain,"<p>Bold, raw and refined. Each piece crafted for the multi-sport rebel. This exclusive design from Only at The Kiosk represents the perfect blend of style and functionality.</p><p>Available in Small, Medium, and Large sizes. Limited edition. Once it drops—it's gone.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Chains,"Silver, Chains",true,Size,Small,,,,,,,,003-silver-chain-small,0,shopify,deny,manual,69.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#003 Silver Chain,false,#003 Silver Chain,Shop #003 Silver Chain at Only at The Kiosk. Limited edition design.,"Store in a cool, dry place when not in use
Avoid contact with harsh chemicals, perfumes, or lotions
Clean gently with a soft, dry cloth
Remove before swimming or showering
Store separately to prevent scratching
For silver pieces, use appropriate cleaning solution if needed
Polish regularly to maintain shine
Avoid exposure to extreme temperatures
Keep away from abrasive surfaces",,,g,,,active
003-silver-chain,,,The Kiosk,,Chains,"Silver, Chains",true,Size,Medium,,,,,,,,003-silver-chain-medium,0,shopify,deny,manual,69.99,,true,true,,,,,,,,#003 Silver Chain,false,#003 Silver Chain,Shop #003 Silver Chain at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-silver-chain,,,The Kiosk,,Chains,"Silver, Chains",true,Size,Large,,,,,,,,003-silver-chain-large,0,shopify,deny,manual,69.99,,true,true,,,,,,,,#003 Silver Chain,false,#003 Silver Chain,Shop #003 Silver Chain at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-gold-bracelet,#003 Gold Bracelet,"<p>Bold, raw and refined. Each piece crafted for the multi-sport rebel. This exclusive design from Only at The Kiosk represents the perfect blend of style and functionality.</p><p>Available in Small, Medium, and Large sizes. Limited edition. Once it drops—it's gone.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Bracelets,"Gold, Bracelets",true,Size,Small,,,,,,,,003-gold-bracelet-small,0,shopify,deny,manual,59.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#003 Gold Bracelet,false,#003 Gold Bracelet,Shop #003 Gold Bracelet at Only at The Kiosk. Limited edition design.,"Store in a cool, dry place when not in use
Avoid contact with harsh chemicals, perfumes, or lotions
Clean gently with a soft, dry cloth
Remove before swimming or showering
Store separately to prevent scratching
For gold pieces, use appropriate cleaning solution if needed
Polish regularly to maintain shine
Avoid exposure to extreme temperatures
Keep away from abrasive surfaces",,,g,,,active
003-gold-bracelet,,,The Kiosk,,Bracelets,"Gold, Bracelets",true,Size,Medium,,,,,,,,003-gold-bracelet-medium,0,shopify,deny,manual,59.99,,true,true,,,,,,,,#003 Gold Bracelet,false,#003 Gold Bracelet,Shop #003 Gold Bracelet at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-gold-bracelet,,,The Kiosk,,Bracelets,"Gold, Bracelets",true,Size,Large,,,,,,,,003-gold-bracelet-large,0,shopify,deny,manual,59.99,,true,true,,,,,,,,#003 Gold Bracelet,false,#003 Gold Bracelet,Shop #003 Gold Bracelet at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-silver-bracelet,#003 Silver Bracelet,"<p>Bold, raw and refined. Each piece crafted for the multi-sport rebel. This exclusive design from Only at The Kiosk represents the perfect blend of style and functionality.</p><p>Available in Small, Medium, and Large sizes. Limited edition. Once it drops—it's gone.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Bracelets,"Silver, Bracelets",true,Size,Small,,,,,,,,003-silver-bracelet-small,0,shopify,deny,manual,49.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#003 Silver Bracelet,false,#003 Silver Bracelet,Shop #003 Silver Bracelet at Only at The Kiosk. Limited edition design.,"Store in a cool, dry place when not in use
Avoid contact with harsh chemicals, perfumes, or lotions
Clean gently with a soft, dry cloth
Remove before swimming or showering
Store separately to prevent scratching
For silver pieces, use appropriate cleaning solution if needed
Polish regularly to maintain shine
Avoid exposure to extreme temperatures
Keep away from abrasive surfaces",,,g,,,active
